ano,sigla_uf,id_candidato_bd,nome_urna,sigla_partido,cargo,genero,raca,resultado,votos,bens_declarados,despesas_campanha,concorreu_18,tentando_reeleicao
2022,PR,765666,Dr Magno,PTB,deputado federal,masculino,branca,0,6150,1017921.76,108724.0,0,0
2022,DF,770993,Diego Arruda,PTB,deputado federal,masculino,parda,0,447,372248.0,,0,0
2022,PE,773918,Joctâ Barros,PTB,deputado federal,masculino,branca,0,469,,,0,0
2022,GO,776028,Sargento Nelia,PTB,deputado federal,feminino,branca,0,261,51687.16,10712.0,0,0
2022,MS,776450,David Mendes ,PTB,deputado federal,masculino,branca,0,789,,75000.0,0,0
2022,PB,777976,Martins O Gari Poeta,PTB,deputado federal,masculino,parda,0,920,,,0,0
2022,GO,781273,Carlos Maranhão,PTB,deputado federal,masculino,parda,0,162,,,0,0
2022,BA,801371,Quezia Mascarenhas,PTB,deputado federal,feminino,parda,0,462,10000.0,50000.0,0,0
2022,MS,802438,Dr Erney Barbosa,PTB,deputado federal,masculino,branca,0,3939,179007.57,55696.23,0,0
2022,RJ,804089,Miguel Lyotta,PTB,deputado federal,masculino,nao informado,0,665,,,0,0
2022,RN,809403,Dr Jean Carlos,PTB,deputado federal,masculino,branca,0,591,124000.0,1800.0,0,0
2022,PR,815885,João Do Barbante,PTB,deputado federal,masculino,parda,0,3047,85305.39,116650.35000000002,0,0
2022,PA,816020,Roberta Pereira,PTB,deputado federal,feminino,branca,0,2035,,407998.25,0,0
2022,RJ,820902,Rosangela Peçanha,PTB,deputado federal,feminino,nao informado,0,1342,64672.83,10518.72,0,0
2022,DF,820944,Paul Karsten O Dr Das Armas,PTB,deputado federal,masculino,branca,0,374,7882.0,,0,0
2022,SC,825987,Rosangela Carminatti,PTB,deputado federal,feminino,branca,0,2226,,97171.0,0,0
2022,RS,828441,Andreia Grezzana,PTB,deputado federal,feminino,branca,0,788,150000.0,49466.3,0,0
2022,PR,830999,Cléo De Lima Vigilante E Cac,PTB,deputado federal,masculino,branca,0,413,,10000.0,0,0
2022,MG,833420,Cida Manicure,PTB,deputado federal,feminino,parda,0,106,20000.0,40000.0,0,0
2022,MG,836295,Simone Cabeleleira,PTB,deputado federal,feminino,parda,0,246,,48040.0,0,0
2022,SP,838932,Anne Do Acaraje,PTB,deputado federal,feminino,parda,0,1059,,22995.0,0,0
2022,RN,842343,Marlene Germano,PTB,deputado federal,feminino,parda,0,224,,,0,0
2022,BA,850123,Severiano Alves,PTB,deputado federal,masculino,parda,0,7841,517736.0,400000.0,1,0
2022,MS,852099,Kleyton Vigilante,PTB,deputado federal,masculino,preta,0,497,,29970.0,0,0
2022,MG,854864,Irineu Rocha,PTB,deputado federal,masculino,branca,0,409,,20000.0,0,0
2022,SC,857165,Policial Federal Edgar Lopes,PTB,deputado federal,masculino,parda,0,2585,2056042.96,587208.8999999999,1,0
2022,RJ,857971,Aroldo Nascimento,PTB,deputado federal,masculino,nao informado,0,120,,,0,0
2022,MG,859899,Sargento Mello Casal,PTB,deputado federal,masculino,branca,0,17162,280575.24,309991.51000000007,0,0
2022,MG,861392,Josi,PTB,deputado federal,feminino,branca,0,694,1035000.0,40003.84,0,0
2022,TO,861405,Fernanda Moraes,PTB,deputado federal,feminino,parda,0,578,47426.0,259994.51,0,0
2022,GO,865979,Subtenente Aurélio,PTB,deputado federal,masculino,parda,0,1667,375000.0,,0,0
2022,SE,868290,Marcelo Manga,PTB,deputado federal,masculino,parda,0,110,,,0,0
2022,MG,871942,Cibele Machado,PTB,deputado federal,feminino,preta,0,1180,,16079.65,0,0
2022,MG,873189,Márcio Marangon,PTB,deputado federal,masculino,branca,0,366,115000.0,25050.0,0,0
2022,DF,876200,Odisséia Força Brasil,PTB,deputado federal,feminino,parda,0,79,,,0,0
2022,RO,877324,Paulo Rosa A Voz Da Comunidade,PTB,deputado federal,masculino,preta,0,944,365000.0,373911.78,0,0
2022,RJ,890097,Alves Assistente Social,PTB,deputado federal,masculino,nao informado,0,116,280000.0,5500.0,0,0
2022,RR,894372,Wellington Brasil,PTB,deputado federal,masculino,branca,0,19,100000.0,26945.0,0,0
2022,RJ,895958,Valeria Thome,PTB,deputado federal,feminino,nao informado,0,620,65000.0,10000.0,0,0
2022,RJ,910688,Renato Campello,PTB,deputado federal,masculino,parda,0,289,,,0,0
2022,PB,921316,Josinaldo Sousa,PTB,deputado federal,masculino,branca,0,1433,,19711.0,0,0
2022,PB,930515,Sandro Galvão,PTB,deputado federal,masculino,parda,0,455,,12987.8,0,0
2022,BA,938284,Eliseu Rosario,PTB,deputado federal,masculino,branca,0,614,,,0,0
2022,SP,941452,Adrilles Jorge,PTB,deputado federal,masculino,branca,0,91485,188131.25,1621938.7699999998,0,0
2022,ES,958374,Neia Boroto,PTB,deputado federal,feminino,branca,0,1850,4126717.85,328222.18,0,0
2022,GO,960341,Rodrigo Vaz,PTB,deputado federal,masculino,parda,0,499,,10000.0,0,0
2022,SP,961792,Jurandyr Alencar,PTB,deputado federal,masculino,branca,0,740,,25000.0,0,0
2022,MG,962146,Jader Melhor Do Brasil,PTB,deputado federal,masculino,parda,0,1954,400000.0,69590.0,0,0
2022,PR,968248,Ana Maria Dias,PTB,deputado federal,feminino,parda,0,94,,10000.0,0,0
2022,AP,970460,Dr Yuri Alesi,PTB,deputado federal,masculino,parda,0,2896,,413812.9,0,0
2022,PB,985425,Clenier Albuquerque,PTB,deputado federal,feminino,parda,0,233,,80056.0,0,0
2022,BA,987693,Liberato,PTB,deputado federal,masculino,preta,0,133,,,0,0
2022,SP,992547,Cris Brasil,PTB,deputado federal,feminino,branca,0,6730,448320.0,2875877.85,1,0
2022,PR,994751,Bethinha Rocha,PTB,deputado federal,feminino,branca,0,475,,23300.0,0,0
2022,PR,996954,Albari Dias O Intervencionista,PTB,deputado federal,masculino,branca,0,150,,20000.0,0,0
2022,RR,997857,Evandro Moreira,PTB,deputado federal,masculino,branca,0,15,2180957.3,37662.670000000006,0,0
2022,PI,1000334,Carina Lima Verde,PTB,deputado federal,feminino,branca,0,288,,67089.06,0,0
2022,BA,1001657,Almir Franco Cantareli,PTB,deputado federal,masculino,parda,0,172,,,0,0
2022,SC,1002496,Taty Da Civil,PTB,deputado federal,feminino,branca,0,621,95522.75,51378.28,0,0
2022,MG,1007568,Edson Girão,PTB,deputado federal,masculino,parda,0,19,1220345.0,,0,0
2022,MG,1014300,Kildare Travaglia,PTB,deputado federal,masculino,branca,0,2604,,92293.83000000002,0,0
2022,MG,1016861,Tia Luluzinha,PTB,deputado federal,feminino,branca,0,377,900000.0,45000.0,0,0
2022,SC,1024116,Gabriel Ribeiro,PTB,deputado federal,masculino,branca,0,4993,349827.47,155550.83000000002,0,0
2022,RS,1024637,Gislaine Pires,PTB,deputado federal,feminino,branca,0,3953,38188.43,579953.85,0,0
2022,PR,1026152,Jubanski Conservador,PTB,deputado federal,masculino,branca,0,999,,18500.0,0,0
2022,CE,1030638,Sueny Rabelo,PTB,deputado federal,feminino,branca,0,108,,,0,0
2022,MG,1033322,Junio Miranda,PTB,deputado federal,masculino,branca,0,164,77000.0,15000.0,0,0
2022,BA,1033903,Marilia Muniz,PTB,deputado federal,feminino,branca,0,147,,,0,0
2022,MG,1035781,Macarrão,PTB,deputado federal,masculino,branca,0,126,,15000.0,0,0
2022,RJ,1038808,Glaucio Marcelo,PTB,deputado federal,masculino,nao informado,0,1789,,19027.4,0,0
2022,RR,1041081,Gelb Pereira,PTB,deputado federal,masculino,parda,0,194,1752000.26,50000.0,0,0
2022,SP,1041470,Carlinhos Barbosa,PTB,deputado federal,masculino,branca,0,62,,,0,0
2022,CE,1041479,Rayana Guerra,PTB,deputado federal,feminino,parda,0,909,,384976.3,0,0
2022,SP,1042364,Chicão Da Silva,PTB,deputado federal,masculino,branca,0,587,142398.46000000002,6000.0,0,0
2022,SP,1043387,Professora Daise,PTB,deputado federal,feminino,parda,0,222,,,0,0
2022,PB,1043637,Carlos Dornelas,PTB,deputado federal,masculino,parda,0,457,,,0,0
2022,MG,1046440,Representante Edmilson,PTB,deputado federal,masculino,branca,0,385,59000.0,35000.0,0,0
2022,PR,1054237,Marisa Lobo Psicóloga Cristã,PTB,deputado federal,feminino,branca,0,19999,300000.0,1734616.3200000003,1,0
2022,RJ,1056684,Ana Paula Goldbach,PTB,deputado federal,feminino,nao informado,0,247,,10000.0,1,0
2022,MG,1057762,Jussara De Fátima,PTB,deputado federal,feminino,preta,0,157,,20000.0,0,0
2022,CE,1062244,Bruno Holanda,PTB,deputado federal,masculino,parda,0,343,280000.0,120000.0,0,0
2022,PI,1074818,Mendes,PTB,deputado federal,masculino,branca,0,546,250000.0,48350.2,0,0
2022,PR,1079517,Liliane Freitas,PTB,deputado federal,feminino,branca,0,359,40000.0,20000.0,0,0
2022,PR,1081581,Enfermeira Cris Morceli,PTB,deputado federal,feminino,parda,0,3846,,51089.85,0,0
2022,SC,1083932,Thiago Bomediano,PTB,deputado federal,masculino,branca,0,313,,22840.0,0,0
2022,PR,1084604,André Tecchio,PTB,deputado federal,masculino,branca,0,423,95000.0,21233.0,0,0
2022,AL,1097758,Sargento Jamerson Fernandes,PTB,deputado federal,masculino,branca,0,1121,198237.01,1970.0,0,0
2022,BA,1098604,Bel Assis,PTB,deputado federal,feminino,parda,0,266,,15000.0,0,0
2022,SP,1103048,Joel Antonio De Mello,PTB,deputado federal,masculino,branca,0,186,,10000.0,0,0
2022,MA,1103753,Mardone Diferente,PTB,deputado federal,masculino,branca,0,520,,900.0,0,0
2022,AL,1104641,Dayse Lins,PTB,deputado federal,feminino,branca,0,35,196857.0,5000.0,0,0
2022,PB,1107596,Danielle Magliano,PTB,deputado federal,feminino,parda,0,281,3608.5,47778.6,0,0
2022,BA,1112109,Ivan Cordeiro,PTB,deputado federal,masculino,branca,0,13736,605365.53,70677.93,0,0
2022,RJ,1120929,Leonardo Furtado,PTB,deputado federal,masculino,nao informado,0,1448,,11246.0,0,0
2022,RN,1121446,Valmir Junior,PTB,deputado federal,masculino,parda,0,1521,350000.0,1293.5,0,0
2022,PA,1129915,Augusto Olimpio,PTB,deputado federal,masculino,parda,0,129,155739.99,,0,0
2022,SC,1147619,Débora Parisotto,PTB,deputado federal,feminino,branca,0,22544,363321.69,169539.99000000002,0,0
2022,PI,1153866,Hallyson Mata,PTB,deputado federal,masculino,preta,0,767,,45574.600000000006,0,0
2022,PB,1162565,Lia Lourenço,PTB,deputado federal,feminino,parda,0,146,,33250.0,0,0
2022,AL,1166798,Capitão Sales,PTB,deputado federal,masculino,branca,0,2329,160000.0,59209.48,0,0
2022,PA,1167665,Marcio Miranda,PTB,deputado federal,masculino,branca,0,62499,1860559.81,2052625.12,0,0
2022,SP,1168233,Vava Do Transporte,PTB,deputado federal,masculino,branca,0,2656,677983.8699999999,,0,0
2022,SP,1171859,Marcelo Rossi,PTB,deputado federal,masculino,branca,0,7612,93900.23,15721.95,0,0
2022,MG,1186578,Patrícia Ferreira,PTB,deputado federal,feminino,parda,0,131,,35000.0,0,0
2022,PB,1186692,Mércio Franklin,PTB,deputado federal,masculino,parda,0,872,,120000.0,0,0
2022,MS,1189193,Linda Graziela,PTB,deputado federal,feminino,branca,0,178,,49998.9,0,0
2022,PI,1193541,Maria Rita Sampaio,PTB,deputado federal,feminino,parda,0,123,,14821.0,0,0
2022,SP,1204117,Bruno Madeira,PTB,deputado federal,masculino,branca,0,1581,637911.6200000001,,0,0
2022,SP,1209697,Nefi Tales Filho,PTB,deputado federal,masculino,branca,0,749,230133.56,19803.76,1,0
2022,SP,1217632,Coronel Nusque,PTB,deputado federal,masculino,branca,0,3750,570458.5599999999,16071.4,1,0
2022,SP,1223597,Coronel Nilson Jespersen,PTB,deputado federal,masculino,branca,0,826,4870454.699999999,6104.98,0,0
2022,BA,1230047,Augusta Krejci,PTB,deputado federal,feminino,branca,0,389,1293451.97,22150.0,0,0
2022,RN,1230921,Melquizedeque Lopes,PTB,deputado federal,masculino,branca,0,83,10000.0,,0,0
2022,PA,1231021,Roberto Jefferson Filho,PTB,deputado federal,masculino,branca,0,1833,,3056241.28,0,0
2022,MG,1238380,Mayara Rossi,PTB,deputado federal,feminino,branca,0,247,90000.0,44999.99999999999,0,0
2022,RJ,1239577,Dra. Aurora,PTB,deputado federal,feminino,nao informado,0,385,40000.0,10006.4,0,0
2022,PI,1240000,Andressa Moreira,PTB,deputado federal,feminino,parda,0,76,,14837.74,0,0
2022,SC,1241538,Prof Jeferson,PTB,deputado federal,masculino,branca,0,1415,,30900.0,0,0
2022,ES,1242928,Tenente Assis,PTB,deputado federal,masculino,parda,0,58887,357989.97000000003,3030168.6900000004,0,0
2022,SP,1246797,Maria Jose,PTB,deputado federal,feminino,branca,0,380,,,0,0
2022,MG,1247978,Professor Rodrigo Gomes,PTB,deputado federal,masculino,preta,0,1270,,49999.99999999999,0,0
2022,RJ,1248955,Pastora Rita Santos,PTB,deputado federal,feminino,nao informado,0,165,,10000.0,0,0
2022,SC,1254561,Rui Godinho,PTB,deputado federal,masculino,parda,0,6397,,117919.0,1,0
2022,RJ,1254628,Cassio Lopes,PTB,deputado federal,masculino,nao informado,0,2032,,,0,0
2022,SP,1256506,Coronel Prado,PTB,deputado federal,masculino,branca,0,9009,1242834.6599999997,10300.0,0,0
2022,SP,1259305,Tenente Paulo Kobayashi,PTB,deputado federal,masculino,amarela,0,3393,67823.99,60000.0,0,0
2022,MG,1259361,Vithao,PTB,deputado federal,masculino,preta,0,246,,25000.000000000004,1,0
2022,ES,1274695,Dudu Lima,PTB,deputado federal,masculino,preta,0,1442,,196110.29000000004,0,0
2022,BA,1276337,Marcelo Santana,PTB,deputado federal,masculino,parda,0,465,930000.0,30000.0,1,0
2022,PR,1278048,Denise Regina,PTB,deputado federal,feminino,parda,0,50,,10000.0,0,0
2022,SP,1278954,Sonia Guerreiro,PTB,deputado federal,feminino,branca,0,63,,,0,0
2022,SP,1281438,Jair Gomes,PTB,deputado federal,masculino,parda,0,488,,3600.0,0,0
2022,SP,1282382,Advogada Rose Moreira,PTB,deputado federal,feminino,parda,0,220,,,0,0
2022,BA,1283071,Pastor Carioca,PTB,deputado federal,masculino,parda,0,63,,,0,0
2022,MG,1285466,Fernanda Do Salão,PTB,deputado federal,feminino,preta,0,87,,40000.0,0,0
2022,SP,1286136,Vagner Berti,PTB,deputado federal,masculino,branca,0,557,,,0,0
2022,MG,1286572,Felizardo,PTB,deputado federal,masculino,parda,0,3282,95997.1,238500.0,0,0
2022,RO,1287118,Cristina Lagasse,PTB,deputado federal,feminino,parda,0,1629,43000.0,453580.0,0,0
2022,SP,1291988,Munir Wahhab,PTB,deputado federal,masculino,branca,0,756,,47.98,0,0
2022,SP,1300987,Professor Osvaldo,PTB,deputado federal,masculino,branca,0,2246,,,0,0
2022,RJ,1317500,Major Joyce,PTB,deputado federal,feminino,branca,0,2580,,816860.0399999998,0,0
2022,PI,1319107,Nel Lopes,PTB,deputado federal,masculino,branca,0,567,,95000.0,0,0
2022,BA,1319786,Davi Cardoso,PTB,deputado federal,masculino,parda,0,495,,6000.0,0,0
2022,MG,1328059,Lis Macedo,PTB,deputado federal,feminino,preta,0,3432,,759946.5799999979,0,0
2022,PB,1334216,Dedé Sales,PTB,deputado federal,masculino,branca,0,2814,1236034.05,760374.54,0,0
2022,MA,1341513,Alberto Eduardo,PTB,deputado federal,masculino,parda,0,98,360000.0,,0,0
2022,PE,1344179,Bete Barros,PTB,deputado federal,feminino,branca,0,250,,10000.0,0,0
2022,RJ,1349983,Paola Silveira,PTB,deputado federal,feminino,nao informado,0,25629,530319.82,1096926.13,0,0
2022,SP,1351563,Doutor Miotto,PTB,deputado federal,masculino,branca,0,575,,50021.95,0,0
2022,SP,1363595,Clal Almeida,PTB,deputado federal,feminino,branca,0,290,200000.0,35000.0,0,0
2022,SP,1366736,Altair Campana,PTB,deputado federal,masculino,branca,0,297,,,0,0
2022,SP,1378464,Marcia Bueno,PTB,deputado federal,feminino,parda,0,264,226980.02,25000.0,1,0
2022,ES,1380438,Dr. Diogo Viriato,PTB,deputado federal,masculino,parda,0,1594,1300000.0,140000.0,0,0
2022,MT,1385924,Odilon Fonseca,PTB,deputado federal,masculino,branca,0,1641,,1000.0,0,0
2022,TO,1388561,Galego,PTB,deputado federal,masculino,parda,0,334,,118081.3,0,0
2022,AL,1393529,Joyce Mello,PTB,deputado federal,feminino,parda,0,99,,4999.99,0,0
2022,RJ,1394290,Jônathas Rocha Amâncio,PTB,deputado federal,masculino,nao informado,0,269,,,0,0
2022,SP,1398075,Orlando Galati,PTB,deputado federal,masculino,branca,0,923,,1130.0,0,0
2022,RJ,1399181,Peter Salomão,PTB,deputado federal,masculino,nao informado,0,705,,30160.0,0,0
2022,MG,1403184,Talita Miler,PTB,deputado federal,feminino,branca,0,96,,35000.0,0,0
2022,RJ,1404207,Jorge Luis De Almeida,PTB,deputado federal,masculino,nao informado,0,681,13200.0,15500.0,0,0
2022,BA,1414210,Jumir,PTB,deputado federal,feminino,parda,0,146,,,0,0
2022,AP,1414269,Promotor Afonso,PTB,deputado federal,masculino,branca,0,1461,1268000.0,214596.25,0,0
2022,AL,1417715,Chico Da Capial,PTB,deputado federal,masculino,branca,0,509,796440.1,,0,0
2022,SP,1418639,Priante,PTB,deputado federal,masculino,branca,0,1316,2373000.0,19495.2,0,0
2022,BA,1423545,Placido,PTB,deputado federal,masculino,parda,0,836,,20000.0,0,0
2022,MG,1424815,Inspetor Lúcio Campos,PTB,deputado federal,masculino,parda,0,613,1195000.0,52000.0,0,0
2022,SP,1430026,Roberta Gaspar,PTB,deputado federal,feminino,branca,0,161,110710.0,7119.9,0,0
2022,SP,1432257,Guilherme Bunger,PTB,deputado federal,masculino,branca,0,1486,,36710.0,0,0
2022,SP,1443737,Delegada Junia,PTB,deputado federal,feminino,branca,0,1311,284662.36,80000.0,0,0
2022,SP,1444022,Rosemeire Martins,PTB,deputado federal,feminino,branca,0,1187,,106653.06,1,0
2022,SP,1446645,Habacuque,PTB,deputado federal,masculino,parda,0,5531,110000.0,113851.62,0,0
2022,RJ,1448680,Ariel Martins,PTB,deputado federal,feminino,branca,0,754,,10850.0,0,0
2022,PR,1452197,Geraldino Da Zona Leste,PTB,deputado federal,masculino,preta,0,326,,10000.0,1,0
2022,SP,1457590,Marcão Do Povo,PTB,deputado federal,masculino,parda,0,98,5125000.0,,0,0
2022,BA,1459230,Beto Lelis,PTB,deputado federal,masculino,parda,0,5064,2750000.0,120700.57,0,0
2022,SP,1465396,Selma Dantas,PTB,deputado federal,feminino,preta,0,826,,,0,0
2022,RJ,1468846,Julliene Salviano,PTB,deputado federal,feminino,nao informado,0,707,,175000.0,0,0
2022,SE,1476315,Emerson Fontes Tampa,PTB,deputado federal,masculino,branca,0,151,3678000.0,,0,0
2022,RJ,1489100,Tenente Lucas Henrique,PTB,deputado federal,masculino,nao informado,0,3331,,7810.899999999999,0,0
2022,PB,1491523,Laercio Braga,PTB,deputado federal,masculino,parda,0,797,570000.0,12000.0,1,0
2022,MG,1492703,Oides Junior,PTB,deputado federal,masculino,branca,0,923,293340.35,83657.19,0,0
2022,PE,1501566,Antonio Candido Alfaiate Miagi,PTB,deputado federal,masculino,parda,0,138,,,0,0
2022,SP,1515027,Anderson Sampaio,PTB,deputado federal,masculino,branca,0,267,,15214.65,0,0
2022,SP,1519469,Heredia,PTB,deputado federal,masculino,branca,0,614,,,0,0
2022,BA,1519522,Dr Marcus Dermatologista,PTB,deputado federal,masculino,branca,0,1267,796000.0,119716.0,0,0
2022,SC,1522521,Advogado João Padilha,PTB,deputado federal,masculino,branca,0,4960,146612.0,139660.79,0,0
2022,SP,1527131,Sargento Nelio Reis,PTB,deputado federal,masculino,parda,0,2155,200000.0,,0,0
2022,MA,1528603,Pastor Antônio Cicero,PTB,deputado federal,masculino,parda,0,269,20000.0,,0,0
2022,ES,1535045,Professor Keydson Quaresma,PTB,deputado federal,masculino,parda,0,11054,525000.0,574455.1,0,0
2022,MS,1541792,James,PTB,deputado federal,masculino,branca,0,1029,47000.0,84990.0,0,0
2022,RJ,1544806,Pediatra Roberto Cerdeira,PTB,deputado federal,masculino,nao informado,0,1692,1930000.0,,0,0
2022,ES,1545044,Prof Ilza Rodrigues,PTB,deputado federal,feminino,parda,0,1923,737000.0,197270.82,0,0
2022,PR,1545154,Ramiro Leite,PTB,deputado federal,masculino,branca,0,673,,35000.0,0,0
2022,PB,1546533,Pastor Josino Neto,PTB,deputado federal,masculino,parda,0,296,,18000.0,0,0
2022,SP,1550307,Rodrigo Andolfato,PTB,deputado federal,masculino,branca,0,6644,1999971.5,15936.01,0,0
2022,PE,1560877,Missionário Pedro Paulo,PTB,deputado federal,masculino,parda,0,215,,,0,0
2022,PI,1565610,Értima De Morais,PTB,deputado federal,feminino,parda,0,434,252700.0,14837.74,0,0
2022,DF,1569137,Ivone Luzardo,PTB,deputado federal,feminino,parda,0,943,,,0,0
2022,AP,1574863,Edu Siqueira,PTB,deputado federal,masculino,branca,0,4131,3462460.0,30038.2,0,0
2022,SP,1575961,Fernando Ferrari,PTB,deputado federal,masculino,branca,0,1631,139836.83,14550.0,0,0
2022,PA,1584471,Idalina Façanha,PTB,deputado federal,feminino,parda,0,374,,,0,0
2022,RS,1592727,Gold,PTB,deputado federal,masculino,branca,0,2985,2321000.0,1701099.9999999995,1,0
2022,CE,1599468,Edina Nogueira,PTB,deputado federal,feminino,parda,0,226,10000.0,,0,0
2022,PR,1602953,Dr Wagner Sabino,PTB,deputado federal,masculino,parda,0,1749,750781.33,30000.0,1,0
2022,SP,1606273,Andre Pedroso,PTB,deputado federal,masculino,parda,0,9106,,61286.0,0,0
2022,SP,1607865,Capitã Médica Juliana,PTB,deputado federal,feminino,branca,0,1301,517975.45,19000.0,0,0
2022,CE,1608713,Célia Lopes,PTB,deputado federal,feminino,parda,0,111,35000.0,,0,0
2022,MG,1617398,Tenente Leonardo,PTB,deputado federal,masculino,branca,0,446,50000.0,20000.0,0,0
2022,RS,1620025,Vivia Quadros,PTB,deputado federal,feminino,branca,0,392,133590.0,99195.43,0,0
2022,MG,1622262,Sargento Anderson Carlos,PTB,deputado federal,masculino,parda,0,256,300000.0,,0,0
2022,PR,1632650,Dr Luiz Setti,PTB,deputado federal,masculino,branca,0,395,125201.77,30000.0,0,0
2022,RN,1638370,Cabral Da Eletronica,PTB,deputado federal,masculino,branca,0,159,20000.0,,0,0
2022,SP,1642254,Marcilio Duarte,PTB,deputado federal,masculino,branca,0,207,84030.38999999998,33000.0,0,0
2022,MA,1648587,Ana Cleres,PTB,deputado federal,feminino,parda,0,120,150000.0,,0,0
2022,MS,1657059,Delcídio Amaral,PTB,deputado federal,masculino,branca,0,18862,3370608.35,1380969.1,0,0
2022,SE,1667542,Doutor Petronio Gomes,PTB,deputado federal,masculino,branca,0,1048,1161144.0100000002,,0,0
2022,MT,1668768,Victório Galli,PTB,deputado federal,masculino,branca,0,15570,,1224997.6000000003,1,0
2022,BA,1671457,Capitão Paz,PTB,deputado federal,masculino,branca,0,276,609095.0,9970.9,0,0
2022,BA,1677037,Suboficial Gilvan Barbosa,PTB,deputado federal,masculino,parda,0,1328,50100.0,30000.0,0,0
2022,BA,1678447,Deacy Ribeiro,PTB,deputado federal,feminino,branca,0,246,532246.06,10838.0,0,0
2022,SP,1699759,Luciana Castellan,PTB,deputado federal,feminino,branca,0,896,,,0,0
2022,SP,1701569,Elias Guimaraes,PTB,deputado federal,masculino,branca,0,79,518262.12,,0,0
2022,MG,1709086,Joaquim Coelho,PTB,deputado federal,masculino,parda,0,108,,39320.0,0,0
2022,MG,1710388,Sérgio Americano Mendes,PTB,deputado federal,masculino,branca,0,2797,2927276.0,677893.39,0,0
2022,PA,1714154,Loredan,PTB,deputado federal,masculino,branca,0,12525,2600000.0,217000.0,0,0
2022,RS,1714852,Renan Berleze Recchia,PTB,deputado federal,masculino,branca,0,177,2388000.0,45506.0,0,0
2022,CE,1721609,Cowboy Queiroz,PTB,deputado federal,masculino,parda,0,164,,,1,0
2022,PE,1725061,Capitão Salas,PTB,deputado federal,masculino,branca,0,1085,70000.0,,0,0
2022,RO,1729363,Enfermeira Julia,PTB,deputado federal,feminino,parda,0,732,520000.0,220000.0,0,0
2022,MG,1729553,Vera Da Feirinha,PTB,deputado federal,feminino,parda,0,216,,39272.0,0,0
2022,RS,1737164,Ney Rios,PTB,deputado federal,masculino,branca,0,379,,29800.0,0,0
2022,RO,1738096,Luci Vânia Legal,PTB,deputado federal,feminino,branca,0,883,,352012.0900000001,0,0
2022,GO,1742423,Coronel Helbingen,PTB,deputado federal,masculino,branca,0,2792,1440986.44,154950.00000000003,0,0
2022,AL,1744416,Pedro Carlos Cavalcanti,PTB,deputado federal,masculino,branca,0,208,,,0,0
2022,MA,1746646,Tim Marcos Diniz,PTB,deputado federal,masculino,branca,0,123,145000.0,,0,0
2022,SP,1748744,Danila Azevedo,PTB,deputado federal,feminino,parda,0,2676,,20604.79,0,0
2022,BA,1751928,Dr Ronald Querino,PTB,deputado federal,masculino,preta,0,400,,10000.0,0,0
2022,SP,1755718,Rafael Valentim,PTB,deputado federal,masculino,branca,0,2250,17062.6,,0,0
2022,RJ,1757926,Mendes Brandão,PTB,deputado federal,masculino,nao informado,0,112,,350.0,0,0
2022,RJ,1762070,João Roberto Goulart,PTB,deputado federal,masculino,nao informado,0,84,,,0,0
2022,SP,1770616,Albanez Ceratocone,PTB,deputado federal,masculino,branca,0,1429,213412.43,24867.83,0,0
2022,BA,1774259,Zeca Alípio,PTB,deputado federal,masculino,branca,0,5676,365854.23,413538.02,0,0
2022,PR,1775132,Pastora Selma Marold,PTB,deputado federal,feminino,branca,0,372,225400.0,10000.0,0,0
2022,RJ,1781603,Dra. Roselene Martins,PTB,deputado federal,feminino,parda,0,153,20000.0,10002.6,1,0
2022,MG,1786499,Braulio Braz,PTB,deputado federal,masculino,branca,0,68665,26524540.8,3077372.12999999,0,0
2022,MT,1788680,Coronel Zózima,PTB,deputado federal,feminino,parda,0,1848,220000.0,154968.93,0,0
2022,TO,1791403,Estela Coletivo Estelas,PTB,deputado federal,feminino,branca,0,591,50300.53,259953.24,0,0
2022,CE,1792179,Oriel Mota,PTB,deputado federal,masculino,parda,0,471,18000.0,12500.0,1,0
2022,SP,1800489,Bispa Justa,PTB,deputado federal,feminino,branca,0,289,,8350.0,0,0
2022,PR,1800828,Thomas Korontai Tk,PTB,deputado federal,masculino,branca,0,533,25000.0,29446.0,0,0
2022,AL,1802083,Coronel Fragoso,PTB,deputado federal,masculino,branca,0,1021,181394.0,4000.0,0,0
2022,SP,6040,Luiz Meladinho,AGIR,deputado federal,masculino,preta,0,207,15500.0,,0,0
2022,PI,14476,Samia Lira,AGIR,deputado federal,feminino,branca,0,9,,,0,0
2022,SP,29320,Jonas Machado,AGIR,deputado federal,masculino,branca,0,133,,,0,0
2022,PE,36076,Do Carmo,AGIR,deputado federal,feminino,parda,0,192,,,0,0
2022,MT,47164,Luiz Carlos,AGIR,deputado federal,masculino,preta,0,230,421000.0,1700.0,0,0
2022,SP,48970,Cicero Perueiro,AGIR,deputado federal,masculino,parda,0,120,,,1,0
2022,RJ,51490,Hugo Tavares,AGIR,deputado federal,masculino,parda,0,189,,9811.0,0,0
2022,SP,75143,Carlos Dardé,AGIR,deputado federal,masculino,branca,0,142,5000.0,5000.0,0,0
2022,AL,88406,Victor Do Valle,AGIR,deputado federal,masculino,preta,0,84,,,0,0
2022,MS,106525,Senna,AGIR,deputado federal,masculino,parda,0,26,,,0,0
2022,RO,119423,Alberto Lima,AGIR,deputado federal,masculino,parda,0,126,,15000.0,0,0
2022,SP,123332,Prof. Campanatti,AGIR,deputado federal,masculino,branca,0,2031,,,1,0
