ano,sigla_uf,id_candidato_bd,nome_urna,sigla_partido,cargo,genero,raca,resultado,votos
2018,RJ,1304653,George Ramos,PTC,deputado federal,masculino,parda,nao eleito,716
2018,RJ,1305114,Dr Luciana Donato,PTC,deputado federal,feminino,branca,nao eleito,465
2018,SP,1312073,Marcia Das Latinhas,PTC,deputado federal,feminino,branca,nao eleito,252
2018,MG,1331074,Miriam Lopes,PTC,deputado federal,feminino,parda,suplente,152
2018,SP,1339592,Jairo,PTC,deputado federal,masculino,branca,nao eleito,120
2018,SP,1352681,Del Candido,PTC,deputado federal,masculino,preta,nao eleito,361
2018,RJ,1358702,Marcio Green,PTC,deputado federal,masculino,branca,nao eleito,5632
2018,PB,1362213,Clotilde Dantas,PTC,deputado federal,feminino,branca,suplente,381
2018,RJ,1376233,Rafael Soares,PTC,deputado federal,masculino,parda,nao eleito,593
2018,BA,1378557,Deusdete Pires,PTC,deputado federal,masculino,branca,nao eleito,0
2018,BA,1381908,Zé Do Sertão,PTC,deputado federal,masculino,branca,suplente,914
2018,BA,1383658,Reinaldo,PTC,deputado federal,masculino,branca,suplente,190
2018,RJ,1384445,Emmanuella Rioboo,PTC,deputado federal,feminino,branca,nao eleito,186
2018,PR,1385301,Professor Ferreira,PTC,deputado federal,masculino,parda,suplente,131
2018,SP,1399435,Brandina,PTC,deputado federal,feminino,preta,nao eleito,432
2018,SP,1400083,Fabio Nogueira,PTC,deputado federal,masculino,branca,nao eleito,2002
2018,RJ,1406367,Jennifer Araujo,PTC,deputado federal,feminino,preta,nao eleito,31
2018,SP,1407832,Willians Rocha - Ze Bonitinho,PTC,deputado federal,masculino,parda,nao eleito,129
2018,SP,1411803,Afonso Timoteo,PTC,deputado federal,masculino,branca,nao eleito,0
2018,SP,1423795,Estrela,PTC,deputado federal,feminino,parda,nao eleito,302
2018,SP,1424662,Pastor Charles  Silverio,PTC,deputado federal,masculino,branca,nao eleito,193
2018,SP,1428120,Dr. Mauricio Correa,PTC,deputado federal,masculino,branca,nao eleito,236
2018,RJ,1446970,Maria Ines Brizola,PTC,deputado federal,feminino,branca,nao eleito,1516
2018,BA,1460748,Teodoro Ribeiro,PTC,deputado federal,masculino,branca,suplente,1198
2018,SP,1471966,P. B. Denilson Lima,PTC,deputado federal,masculino,branca,nao eleito,184
2018,SP,1481591,Josue Lins,PTC,deputado federal,masculino,branca,nao eleito,103
2018,SP,1496042,Jotape,PTC,deputado federal,masculino,preta,nao eleito,79
2018,AL,1498536,Fernando James,PTC,deputado federal,masculino,branca,suplente,16250
2018,AP,1505407,Mario Mendonça,PTC,deputado federal,masculino,parda,suplente,1832
2018,MG,1511563,Elizabeth Simões,PTC,deputado federal,feminino,parda,suplente,52
2018,PE,1524011,Lapenda,PTC,deputado federal,masculino,branca,nao eleito,206
2018,SP,1532723,Andreia Leticia,PTC,deputado federal,feminino,branca,nao eleito,0
2018,MT,1539598,Simone Souza,PTC,deputado federal,feminino,branca,nao eleito,31
2018,CE,1540112,Praxedes,PTC,deputado federal,masculino,branca,nao eleito,0
2018,BA,1544259,Silvandira Luz,PTC,deputado federal,feminino,preta,suplente,42
2018,SP,1545382,Maria Francisca,PTC,deputado federal,feminino,parda,nao eleito,49
2018,CE,1549847,João Bosco Viana,PTC,deputado federal,masculino,parda,nao eleito,0
2018,PR,1569279,Brother Loyola,PTC,deputado federal,masculino,branca,suplente,62
2018,RR,1575019,Edivan Silva,PTC,deputado federal,masculino,parda,suplente,906
2018,PB,1575040,Lucia Medeiros,PTC,deputado federal,feminino,branca,suplente,97
2018,SP,1588893,Ricardo Fassio,PTC,deputado federal,masculino,branca,nao eleito,2866
2018,PR,1595997,Adebayo Majaro,PTC,deputado federal,masculino,preta,suplente,540
2018,CE,1620657,Evandro Lima,PTC,deputado federal,masculino,parda,nao eleito,0
2018,RJ,1627828,Tiquinho,PTC,deputado federal,masculino,branca,nao eleito,1711
2018,CE,1645926,Wellington Pinho,PTC,deputado federal,masculino,parda,nao eleito,0
2018,BA,1661781,Carlinhos Moura,PTC,deputado federal,masculino,branca,suplente,3595
2018,PR,1662841,Toninho Ferreira,PTC,deputado federal,masculino,branca,suplente,2498
2018,SC,1663414,Vitalino Meira,PTC,deputado federal,masculino,branca,nao eleito,172
2018,BA,1672022,Zé Caloi,PTC,deputado federal,masculino,branca,suplente,1146
2018,BA,1695167,Tatiane Santos,PTC,deputado federal,feminino,parda,suplente,153
2018,SC,1705150,José Barbosa (Chocolate),PTC,deputado federal,masculino,preta,nao eleito,607
2018,RN,1706989,Ceição Edíesse,PTC,deputado federal,feminino,parda,suplente,774
2018,CE,1715094,Elvis Presley,PTC,deputado federal,masculino,parda,nao eleito,0
2018,MA,1720240,Lindalva Cardoso,PTC,deputado federal,feminino,branca,suplente,704
2018,BA,1724880,Praxedes,PTC,deputado federal,masculino,branca,suplente,338
2018,RO,1730718,Jotta Junior,PTC,deputado federal,masculino,preta,suplente,1236
2018,PA,1765123,Claudio Almeida,PTC,deputado federal,masculino,parda,nao eleito,5436
2018,PA,1771404,Chico Da Pesca,PTC,deputado federal,masculino,parda,nao eleito,0
2018,SP,1790594,Danybia Thompson,PTC,deputado federal,feminino,parda,nao eleito,107
2018,SP,1798087,Professor Marcelo  Voltarelli,PTC,deputado federal,masculino,parda,nao eleito,194
2018,PE,1801298,Professor Lourenço Coelho,PTC,deputado federal,masculino,parda,nao eleito,706
2018,DF,1802425,Samia Waleska,PTC,deputado federal,feminino,parda,nao eleito,289
2018,PA,1807461,Coronel Nina,PTC,deputado federal,masculino,parda,nao eleito,3024
2018,SP,1810594,Isa Soyama,PTC,deputado federal,feminino,branca,nao eleito,877
2022,SP,6040,Luiz Meladinho,AGIR,deputado federal,masculino,preta,nao eleito,207
2022,PI,14476,Samia Lira,AGIR,deputado federal,feminino,branca,nao eleito,9
2022,SP,29320,Jonas Machado,AGIR,deputado federal,masculino,branca,nao eleito,133
2022,PE,36076,Do Carmo,AGIR,deputado federal,feminino,parda,nao eleito,192
2022,MT,47164,Luiz Carlos,AGIR,deputado federal,masculino,preta,nao eleito,230
2022,SP,48970,Cicero Perueiro,AGIR,deputado federal,masculino,parda,nao eleito,120
2022,RJ,51490,Hugo Tavares,AGIR,deputado federal,masculino,parda,nao eleito,189
2022,SP,75143,Carlos Dardé,AGIR,deputado federal,masculino,branca,nao eleito,142
2022,AL,88406,Victor Do Valle,AGIR,deputado federal,masculino,preta,nao eleito,84
2022,MS,106525,Senna,AGIR,deputado federal,masculino,parda,nao eleito,26
2022,RO,119423,Alberto Lima,AGIR,deputado federal,masculino,parda,nao eleito,126
2022,SP,123332,Prof. Campanatti,AGIR,deputado federal,masculino,branca,nao eleito,2031
2022,AC,126788,Soraia Ramalho,AGIR,deputado federal,feminino,branca,nao eleito,13
2022,MG,133517,Nelson Mecanico,AGIR,deputado federal,masculino,preta,nao eleito,480
2022,RJ,139023,Ney Cavalcante,AGIR,deputado federal,masculino,preta,nao eleito,428
2022,BA,153110,Anailton Nai,AGIR,deputado federal,masculino,preta,nao eleito,387
2022,SP,153974,Allan Carteiro,AGIR,deputado federal,masculino,branca,nao eleito,187
2022,MA,156128,Clidenor Guimaraes,AGIR,deputado federal,masculino,parda,nao eleito,511
2022,AM,167892,Daniel Oliveira,AGIR,deputado federal,masculino,branca,nao eleito,370
2022,RJ,171472,João Bosco,AGIR,deputado federal,masculino,branca,nao eleito,481
2022,ES,171709,Pascoal Costa,AGIR,deputado federal,masculino,branca,nao eleito,71
2022,AC,174436,Jinkings,AGIR,deputado federal,masculino,parda,nao eleito,50
2022,SP,181875,Zedavan,AGIR,deputado federal,masculino,parda,nao eleito,326
2022,PA,191691,Antônio Lucena,AGIR,deputado federal,masculino,parda,nao eleito,41
2022,SP,193636,Jennifer Lopes,AGIR,deputado federal,feminino,parda,nao eleito,183
2022,DF,195951,Rafael Lobo,AGIR,deputado federal,masculino,parda,nao eleito,1869
2022,PB,200783,Professor Dr. Rafael,AGIR,deputado federal,masculino,parda,nao eleito,246
2022,AC,211252,Saraiva Gama,AGIR,deputado federal,masculino,parda,nao eleito,105
2022,SP,231603,Bin Laden Gari,AGIR,deputado federal,masculino,nao informado,nao eleito,230
2022,GO,241487,Isabel Cristina Araujo,AGIR,deputado federal,feminino,branca,nao eleito,661
2022,RJ,253988,Ronildo Sessenta,AGIR,deputado federal,masculino,branca,nao eleito,1037
2022,MA,254740,Frank Nigth,AGIR,deputado federal,masculino,parda,nao eleito,275
2022,DF,263463,Pedra,AGIR,deputado federal,feminino,branca,nao eleito,53
2022,GO,275534,Professora Meire,AGIR,deputado federal,feminino,parda,nao eleito,390
2022,GO,276610,Carlos Lacerda,AGIR,deputado federal,masculino,parda,nao eleito,143
2022,MA,283334,Mineiro Da Sucata,AGIR,deputado federal,masculino,preta,nao eleito,171
2022,SP,300685,Mirtes Lopes,AGIR,deputado federal,feminino,preta,nao eleito,126
2022,GO,301879,Vera Formosa,AGIR,deputado federal,feminino,branca,nao eleito,376
2022,PE,306466,Dr Gamaliel,AGIR,deputado federal,masculino,parda,nao eleito,279
2022,BA,309070,Rufino Argolo,AGIR,deputado federal,masculino,parda,nao eleito,193
2022,CE,318090,Elanio Pereira,AGIR,deputado federal,masculino,branca,nao eleito,115
2022,PR,320870,Tânia Ramos,AGIR,deputado federal,feminino,branca,nao eleito,180
2022,MG,323478,Judeu Brasileiro - B Nei Anuss,AGIR,deputado federal,masculino,parda,nao eleito,77
2022,PE,324130,Cidinho,AGIR,deputado federal,masculino,branca,nao eleito,233
2022,MS,327543,Camila Martins,AGIR,deputado federal,feminino,parda,nao eleito,136
2022,BA,328172,Joao Bonito,AGIR,deputado federal,masculino,preta,nao eleito,673
2022,AM,328668,Jonia Muniz,AGIR,deputado federal,feminino,branca,nao eleito,210
2022,AM,338479,Edinho,AGIR,deputado federal,masculino,parda,nao eleito,344
2022,MG,340761,Valdeir Do Escolar,AGIR,deputado federal,masculino,parda,nao eleito,945
2022,CE,349033,Claudio Moura,AGIR,deputado federal,masculino,parda,nao eleito,245
2022,MT,352290,Maria Rita,AGIR,deputado federal,feminino,preta,nao eleito,169
2022,GO,355835,Kenia Cunha,AGIR,deputado federal,feminino,branca,nao eleito,279
2022,PE,356193,Alexandre Sena,AGIR,deputado federal,masculino,branca,nao eleito,264
2022,RJ,382024,Adilson Reis,AGIR,deputado federal,masculino,branca,nao eleito,178
2022,SP,387083,Elias Teixeira Treinador,AGIR,deputado federal,masculino,branca,nao eleito,205
2022,AP,387598,Leila Silva,AGIR,deputado federal,feminino,branca,nao eleito,30
2022,AP,396572,Risolane Camila,AGIR,deputado federal,feminino,branca,nao eleito,4
2022,SP,404849,Adelson De Souza Penha,AGIR,deputado federal,masculino,branca,nao eleito,313
2022,GO,406204,Indio De Assis,AGIR,deputado federal,masculino,parda,nao eleito,652
2022,RO,413425,Neide Nunes,AGIR,deputado federal,feminino,branca,nao eleito,3
2022,MG,420349,Elias Nunes,AGIR,deputado federal,masculino,branca,nao eleito,230
2022,AM,429115,Silvio Maia,AGIR,deputado federal,masculino,parda,nao eleito,910
2022,PR,443498,Aldecir Dos Santos,AGIR,deputado federal,masculino,branca,nao eleito,932
2022,PE,447683,Neide Meyrellys,AGIR,deputado federal,feminino,branca,nao eleito,6
2022,MA,455758,Auzenir Coelho,AGIR,deputado federal,feminino,parda,nao eleito,924
2022,PA,458690,Cleide Sacramento,AGIR,deputado federal,feminino,parda,nao eleito,141
2022,RJ,460497,Jokleyne,AGIR,deputado federal,masculino,branca,nao eleito,970
2022,GO,462839,Marcelo Do Sacolão,AGIR,deputado federal,masculino,parda,nao eleito,1632
2022,RJ,472006,Marli Alves,AGIR,deputado federal,feminino,preta,nao eleito,445
2022,MA,477629,Samia Uchoa,AGIR,deputado federal,feminino,branca,nao eleito,73
2022,PI,484453,Rubem Meneses,AGIR,deputado federal,masculino,branca,nao eleito,9
2022,PR,488174,Waldir Muguet,AGIR,deputado federal,masculino,branca,nao eleito,126
2022,BA,501944,Gilmar Aguiar,AGIR,deputado federal,masculino,branca,nao eleito,424
2022,MA,510169,Fernando Lobato,AGIR,deputado federal,masculino,parda,nao eleito,622
2022,SP,512524,Zé Da Estrada,AGIR,deputado federal,masculino,branca,nao eleito,196
2022,MA,516050,Savio Rodrigues,AGIR,deputado federal,masculino,branca,nao eleito,339
2022,MA,520759,Bruna Leão,AGIR,deputado federal,feminino,parda,nao eleito,51
2022,SP,530834,Professor Roberto De Paula,AGIR,deputado federal,masculino,preta,nao eleito,297
2022,PR,533703,Professor Gil Do Vôlei,AGIR,deputado federal,masculino,parda,nao eleito,104
2022,RO,533777,Constantino,AGIR,deputado federal,masculino,branca,nao eleito,280
2022,MA,538477,Sidney Da Sidbens,AGIR,deputado federal,masculino,parda,nao eleito,854
2022,DF,539622,Alex Da Saúde,AGIR,deputado federal,masculino,nao informado,nao eleito,866
2022,PR,545344,Joelma Dentinho,AGIR,deputado federal,feminino,parda,nao eleito,167
2022,PA,546564,Reuteman Da Favela,AGIR,deputado federal,masculino,parda,nao eleito,272
2022,SP,548379,Duda,AGIR,deputado federal,masculino,parda,nao eleito,282
2022,PA,558995,Elton Queiroz,AGIR,deputado federal,masculino,parda,nao eleito,665
2022,MG,571658,Pastora Beth,AGIR,deputado federal,feminino,parda,nao eleito,259
2022,PI,572293,Jose Reinaldo Da Silva,AGIR,deputado federal,masculino,parda,nao eleito,45
2022,GO,574683,Luiz Carlos Zoin,AGIR,deputado federal,masculino,parda,nao eleito,806
2022,PA,580004,Patrícia Moraes,AGIR,deputado federal,feminino,parda,nao eleito,64
2022,RO,593162,Andréia Cordeiro,AGIR,deputado federal,feminino,branca,nao eleito,585
2022,CE,604448,Ozylene,AGIR,deputado federal,feminino,branca,nao eleito,68
2022,DF,607569,Dr Dente,AGIR,deputado federal,masculino,nao informado,nao eleito,353
2022,BA,613771,Valter Brito,AGIR,deputado federal,masculino,parda,nao eleito,30
2022,MA,614739,Sandra Abreu,AGIR,deputado federal,feminino,branca,nao eleito,181
2022,RO,619003,Economista Heberson Pinto,AGIR,deputado federal,masculino,parda,nao eleito,326
2022,PR,624939,Missionária Neide,AGIR,deputado federal,feminino,branca,nao eleito,106
2022,GO,629311,Pollyana Chita,AGIR,deputado federal,feminino,parda,nao eleito,920
2022,CE,636348,Sgt Leonardo Márcio,AGIR,deputado federal,masculino,parda,nao eleito,119
2022,DF,643378,Brigadeiro Atila Maia,AGIR,deputado federal,masculino,branca,nao eleito,377
2022,RJ,657675,Serginho Neguinho,AGIR,deputado federal,masculino,preta,nao eleito,3064
2022,AC,658291,Prof Costa,AGIR,deputado federal,masculino,parda,nao eleito,52
2022,RO,661326,Aécio De Castro,AGIR,deputado federal,masculino,preta,nao eleito,69
2022,BA,661340,Zenaide Covas,AGIR,deputado federal,feminino,parda,nao eleito,67
2022,PA,673044,Sídney Brasil,AGIR,deputado federal,masculino,parda,nao eleito,303
2022,PR,677797,Maestro Evaldo,AGIR,deputado federal,masculino,branca,nao eleito,392
2022,SP,678315,Billa Mudanças,AGIR,deputado federal,masculino,branca,nao eleito,148
2022,AC,684833,Uzir Santos,AGIR,deputado federal,masculino,parda,nao eleito,26
2022,MT,686304,Professora Ana Maria,AGIR,deputado federal,feminino,parda,nao eleito,363
2022,BA,686891,Jorge Braga,AGIR,deputado federal,masculino,preta,nao eleito,104
2022,SP,695635,Dra Ma Paula Ginecologista,AGIR,deputado federal,feminino,branca,nao eleito,1101
2022,GO,698652,Doris,AGIR,deputado federal,feminino,branca,nao eleito,419
2022,DF,715972,Emy Leitão,AGIR,deputado federal,feminino,preta,nao eleito,859
2022,PI,718047,Gleison Bastos De Melo,AGIR,deputado federal,masculino,parda,nao eleito,87
2022,SP,720491,Mario Lopes,AGIR,deputado federal,masculino,branca,nao eleito,329
2022,MA,720966,Irmão Júlio Humilde,AGIR,deputado federal,masculino,parda,nao eleito,235
2022,GO,724064,Sabará,AGIR,deputado federal,masculino,parda,nao eleito,768
2022,MA,727579,Sargento Inaldo Pereira,AGIR,deputado federal,masculino,preta,nao eleito,1190
2022,GO,732423,Alex Meirelles,AGIR,deputado federal,masculino,parda,nao eleito,621
2022,RJ,736837,Pastor Dida,AGIR,deputado federal,masculino,preta,nao eleito,569
2022,MA,745398,Sarah Mendes,AGIR,deputado federal,feminino,parda,nao eleito,62
2022,MG,751758,Arlei Da Van,AGIR,deputado federal,masculino,parda,nao eleito,136
2022,RJ,758884,Zicri Kainon,AGIR,deputado federal,masculino,preta,nao eleito,2129
2022,MS,762475,Danielzinho,AGIR,deputado federal,masculino,parda,nao eleito,375
2022,RJ,763778,Wilson Protetor,AGIR,deputado federal,masculino,parda,nao eleito,6646
2022,CE,765300,Carlos Dj,AGIR,deputado federal,masculino,parda,nao eleito,378
2022,PA,773916,Fabiano Pinho,AGIR,deputado federal,masculino,parda,nao eleito,52
2022,RJ,781682,Helinho Do Sindicato,AGIR,deputado federal,masculino,parda,nao eleito,8393
2022,MG,833554,Marilda Da Represa,AGIR,deputado federal,feminino,preta,nao eleito,1031
2022,BA,842787,Mamaro De Luzia,AGIR,deputado federal,masculino,preta,nao eleito,474
2022,CE,844620,Adriana Araújo,AGIR,deputado federal,feminino,parda,nao eleito,54
2022,ES,848655,Ana Borges,AGIR,deputado federal,feminino,branca,nao eleito,37
2022,AP,854364,Diogo Castro,AGIR,deputado federal,masculino,parda,nao eleito,23
2022,GO,861288,Antonio Carneiro De Souza,AGIR,deputado federal,masculino,parda,nao eleito,553
2022,PA,861582,Elenara Araujo,AGIR,deputado federal,feminino,parda,nao eleito,238
2022,GO,866520,Marcelo Brites,AGIR,deputado federal,masculino,parda,nao eleito,205
2022,RJ,872613,Dra. Rose Cabral,AGIR,deputado federal,feminino,branca,nao eleito,312
2022,PB,884559,Professor Montenegro,AGIR,deputado federal,masculino,parda,nao eleito,69
2022,PR,888600,Emerson Campana,AGIR,deputado federal,masculino,branca,nao eleito,153
2022,RJ,900138,Glaucio Santos ,AGIR,deputado federal,masculino,parda,nao eleito,1202
2022,SP,917797,Bispo Andre Almeida,AGIR,deputado federal,masculino,branca,nao eleito,237
2022,RJ,919194,Veronica Penco,AGIR,deputado federal,feminino,branca,nao eleito,465
2022,RJ,926941,Mauricio Reis,AGIR,deputado federal,masculino,branca,nao eleito,123
2022,RJ,931699,Fernando Freitas,AGIR,deputado federal,masculino,branca,nao eleito,51
2022,RJ,937400,Osnir Gladiador,AGIR,deputado federal,masculino,branca,nao eleito,596
2022,PR,941368,Ricardo Vendrame,AGIR,deputado federal,masculino,branca,nao eleito,3972
2022,MG,943329,Dr. Ilton Saraiva,AGIR,deputado federal,masculino,parda,nao eleito,124
2022,RJ,944301,Bere Dos Anjos,AGIR,deputado federal,feminino,parda,nao eleito,76
2022,SP,961689,Paulo Eduardo,AGIR,deputado federal,masculino,preta,nao eleito,101
2022,PB,964716,Rodrigo Nóbrega,AGIR,deputado federal,masculino,parda,nao eleito,185
2022,RJ,967940,Barack Obama,AGIR,deputado federal,masculino,preta,nao eleito,409
2022,PR,969928,Daiana Klemtz,AGIR,deputado federal,feminino,branca,nao eleito,212
2022,PA,979469,Alvaro Amaral,AGIR,deputado federal,masculino,parda,nao eleito,78
2022,MG,980897,Dr Osair Pe De Ferro,AGIR,deputado federal,masculino,parda,nao eleito,270
2022,PR,995240,Junior Azevedo,AGIR,deputado federal,masculino,branca,nao eleito,19
2022,AC,995253,Nilva Daniel,AGIR,deputado federal,feminino,parda,nao eleito,16
2022,AL,998851,Hemerson Tal,AGIR,deputado federal,masculino,branca,nao eleito,135
2022,GO,999935,Meiry Do Bazar,AGIR,deputado federal,feminino,preta,nao eleito,242
2022,PR,1000052,Neia Santos,AGIR,deputado federal,feminino,parda,nao eleito,35
2022,RJ,1002579,Alan Andrade,AGIR,deputado federal,masculino,branca,nao eleito,558
2022,SP,1004289,Carlinhos Cantelli,AGIR,deputado federal,masculino,branca,nao eleito,723
2022,MG,1004947,Saulo Silva Saulo Silva,AGIR,deputado federal,masculino,parda,nao eleito,451
2022,PE,1011015,Paulo Sulivan,AGIR,deputado federal,masculino,branca,nao eleito,169
2022,AL,1011768,Theo Alves,AGIR,deputado federal,masculino,parda,nao eleito,62
2022,PR,1013675,Mayele Paes,AGIR,deputado federal,feminino,branca,nao eleito,65
2022,MG,1018993,Pastora Nilda,AGIR,deputado federal,feminino,parda,nao eleito,92
2022,PR,1035348,Cabo Nelson,AGIR,deputado federal,masculino,branca,nao eleito,410
2022,PR,1036210,Rodrigo Oliveira,AGIR,deputado federal,masculino,branca,nao eleito,74
2022,RJ,1037157,Shirley Angel,AGIR,deputado federal,feminino,parda,nao eleito,642
2022,RJ,1037841,Ethiene,AGIR,deputado federal,feminino,branca,nao eleito,240
2022,RJ,1040512,Jean Carlos,AGIR,deputado federal,masculino,branca,nao eleito,315
2022,AM,1040614,Erivelto Silva,AGIR,deputado federal,masculino,indigena,nao eleito,45
2022,SP,1041389,Moacyr Fernandes,AGIR,deputado federal,masculino,branca,nao eleito,289
2022,PR,1042521,Dangley Jose O Padre,AGIR,deputado federal,masculino,branca,nao eleito,431
2022,MG,1045527,Jonatan Do Escolar,AGIR,deputado federal,masculino,branca,nao eleito,272
2022,RS,1053313,Karol Meggiatto,AGIR,deputado federal,feminino,branca,nao eleito,106
2022,SP,1064026,Dra Iris,AGIR,deputado federal,feminino,branca,nao eleito,376
2022,MG,1076592,Kakau Morena,AGIR,deputado federal,feminino,parda,nao eleito,41
2022,MG,1079270,Pastor Jesus Dias,AGIR,deputado federal,masculino,parda,nao eleito,267
2022,PR,1087661,Fernando Santiago,AGIR,deputado federal,masculino,branca,nao eleito,94
2022,PR,1093131,Japonês Da Federal Japa Civil,AGIR,deputado federal,masculino,parda,nao eleito,2765
2022,RJ,1100580,Major Elitusalem,AGIR,deputado federal,masculino,parda,nao eleito,3611
2022,RJ,1115655,Jesus,AGIR,deputado federal,masculino,branca,nao eleito,635
2022,GO,1116121,Kemmer Kassem,AGIR,deputado federal,masculino,parda,nao eleito,173
2022,RJ,1117976,Romulo Mattos,AGIR,deputado federal,masculino,branca,nao eleito,2829
2022,MG,1118050,Silvana Alves,AGIR,deputado federal,feminino,parda,nao eleito,28
2022,SP,1130822,Edvaldo Ranzani,AGIR,deputado federal,masculino,parda,nao eleito,216
2022,SP,1136536,Neia Mello,AGIR,deputado federal,feminino,nao informado,nao eleito,389
2022,PR,1141887,Loide Maria,AGIR,deputado federal,feminino,preta,nao eleito,164
2022,SP,1145649,Eder Mascarenhas,AGIR,deputado federal,masculino,branca,nao eleito,931
2022,AL,1168151,Janaina Oliveira,AGIR,deputado federal,feminino,parda,nao eleito,8
2022,MA,1179580,Angela Melo,AGIR,deputado federal,feminino,parda,nao eleito,94
2022,PE,1186754,Zé Augusto,AGIR,deputado federal,masculino,parda,nao eleito,92
2022,BA,1191638,Tais Oliveira,AGIR,deputado federal,feminino,parda,nao eleito,228
2022,PB,1192120,Wilma Santos,AGIR,deputado federal,feminino,parda,nao eleito,3
2022,PR,1193048,Diogo Scamparini,AGIR,deputado federal,masculino,parda,nao eleito,316
2022,AL,1194127,Wagner Moura,AGIR,deputado federal,masculino,branca,nao eleito,211
2022,BA,1196504,Alana Reis,AGIR,deputado federal,feminino,preta,nao eleito,59
2022,MG,1201131,Jonas Paiva,AGIR,deputado federal,masculino,parda,nao eleito,96
2022,RJ,1202143,Alex Sandro Vigilante,AGIR,deputado federal,masculino,branca,nao eleito,464
2022,PA,1207385,Antonio Carlos,AGIR,deputado federal,masculino,parda,nao eleito,28
2022,PB,1207764,Nícia Catão,AGIR,deputado federal,feminino,parda,nao eleito,31
2022,PB,1209880,Professora Andréia Do Rêgo,AGIR,deputado federal,feminino,branca,nao eleito,89
2022,PE,1213025,Daniela Fidelis,AGIR,deputado federal,feminino,branca,nao eleito,24
2022,RJ,1214975,Emerson Zé Ninguém,AGIR,deputado federal,masculino,branca,nao eleito,306
2022,SP,1217350,Robson Pentecoste,AGIR,deputado federal,masculino,parda,nao eleito,469
2022,CE,1217897,Vandim Calçados,AGIR,deputado federal,masculino,parda,nao eleito,103
2022,AM,1226434,Fátima Spener,AGIR,deputado federal,feminino,branca,nao eleito,25
2022,SP,1227107,Carlos Roberto,AGIR,deputado federal,masculino,branca,nao eleito,4660
2022,RJ,1228605,Ozorio Barbosa,AGIR,deputado federal,masculino,parda,nao eleito,630
2022,RJ,1232544,Professor Walber,AGIR,deputado federal,masculino,parda,nao eleito,1596
2022,SP,1234317,Rene Do Rap,AGIR,deputado federal,masculino,branca,nao eleito,608
2022,PE,1236112,Lito Douglas,AGIR,deputado federal,masculino,branca,nao eleito,73
2022,SP,1253253,Denilce Nicola,AGIR,deputado federal,feminino,branca,nao eleito,580
2022,CE,1254008,Irapuan Medeiros,AGIR,deputado federal,masculino,parda,nao eleito,212
2022,PE,1257643,Carla Rocha,AGIR,deputado federal,feminino,preta,nao eleito,48
2022,RJ,1266222,Erika Gama,AGIR,deputado federal,feminino,parda,nao eleito,175
2022,PR,1273903,Tarek Jomaa,AGIR,deputado federal,masculino,branca,nao eleito,1386
2022,SP,1282267,Solange Santos,AGIR,deputado federal,feminino,parda,nao eleito,152
2022,RJ,1282937,Cristiane Franco,AGIR,deputado federal,feminino,parda,nao eleito,390
2022,RJ,1302736,Carlos Alexandre,AGIR,deputado federal,masculino,parda,nao eleito,516
2022,MG,1304848,Armando Lima De Carvalho,AGIR,deputado federal,masculino,parda,nao eleito,185
2022,RJ,1317665,Bianca Naldy,AGIR,deputado federal,feminino,branca,nao eleito,158
2022,PR,1318884,Ivonete,AGIR,deputado federal,feminino,parda,nao eleito,29
2022,CE,1320538,Fátima Mara,AGIR,deputado federal,feminino,parda,nao eleito,95
2022,PE,1326263,Amanda Morais,AGIR,deputado federal,feminino,branca,nao eleito,66
2022,RJ,1331454,Capitão Ramos,AGIR,deputado federal,masculino,branca,nao eleito,257
2022,SP,1333862,Viviane Da Saude,AGIR,deputado federal,feminino,branca,nao eleito,193
2022,SP,1334398,Flavio Da Tanato,AGIR,deputado federal,masculino,branca,nao eleito,307
2022,MT,1351687,Vidal D Xango,AGIR,deputado federal,masculino,branca,nao eleito,152
2022,SP,1356826,Tenente Oliveira,AGIR,deputado federal,masculino,parda,nao eleito,225
2022,RJ,1358702,Marcio Green,AGIR,deputado federal,masculino,branca,nao eleito,6194
2022,SP,1360095,Dr. Walter Aguiar,AGIR,deputado federal,masculino,branca,nao eleito,851
2022,SP,1364050,Leonilde Sena Hina,AGIR,deputado federal,feminino,branca,nao eleito,576
2022,BA,1366241,Cerqueira,AGIR,deputado federal,masculino,preta,nao eleito,31
2022,RJ,1367037,Andre Arigoni,AGIR,deputado federal,masculino,branca,nao eleito,519
2022,SP,1368793,Eliana Lima,AGIR,deputado federal,feminino,branca,nao eleito,169
2022,AL,1369194,Thycia Rattes,AGIR,deputado federal,feminino,preta,nao eleito,8
2022,ES,1371169,Osmar Matos,AGIR,deputado federal,masculino,branca,nao eleito,68
2022,SP,1374374,Geraldo Rodrigues,AGIR,deputado federal,masculino,preta,nao eleito,131
2022,RJ,1377698,Thiago Lyra,AGIR,deputado federal,masculino,branca,nao eleito,319
2022,SP,1378064,Fabio Lima,AGIR,deputado federal,masculino,branca,nao eleito,163
2022,PE,1383478,Meguestar,AGIR,deputado federal,feminino,branca,nao eleito,82
2022,SP,1395294,Juracy De Jesus (Jura ),AGIR,deputado federal,masculino,parda,nao eleito,834
2022,SP,1406512,Augusto Do Jornal,AGIR,deputado federal,masculino,branca,nao eleito,575
2022,PR,1410245,Adão Da Renovar,AGIR,deputado federal,masculino,parda,nao eleito,899
2022,RJ,1413606,Camilla Santiago,AGIR,deputado federal,feminino,branca,nao eleito,124
